epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,250.795,1.37156,1.70701,1.40487,0.10845,0.14134,0.08704,0.06727,1.11892,3.57243,1.19389,0.000120479,0.000120479,0.000120479
25,261.054,1.39894,1.72157,1.42023,0.11028,0.12355,0.08682,0.06881,1.08188,3.63994,1.16242,0.000118934,0.000118934,0.000118934
26,271.292,1.38785,1.69171,1.41813,0.15019,0.1207,0.08528,0.06702,1.04808,3.44785,1.14689,0.00011739,0.00011739,0.00011739
27,281.59,1.34869,1.60869,1.37203,0.24018,0.13229,0.11291,0.0882,1.0995,3.40597,1.19974,0.000115846,0.000115846,0.000115846
28,291.843,1.39529,1.67135,1.43962,0.25493,0.12587,0.10341,0.07845,1.08215,3.40425,1.19827,0.000114301,0.000114301,0.000114301
29,302.091,1.37085,1.60886,1.41238,0.19404,0.13142,0.10728,0.08075,1.06818,3.44396,1.2003,0.000112757,0.000112757,0.000112757
30,312.358,1.33196,1.54805,1.37469,0.2357,0.13494,0.11033,0.08562,1.05965,3.45008,1.20086,0.000111212,0.000111212,0.000111212
31,322.645,1.3336,1.52452,1.38325,0.13414,0.14929,0.09617,0.07679,1.03199,3.51152,1.15489,0.000109668,0.000109668,0.000109668
32,332.861,1.30058,1.49096,1.36369,0.31266,0.119,0.10127,0.08225,1.05127,3.44122,1.15636,0.000108124,0.000108124,0.000108124
33,343.135,1.27525,1.4434,1.34704,0.32168,0.12141,0.11065,0.08891,1.05835,3.39548,1.17664,0.000106579,0.000106579,0.000106579
34,353.41,1.2839,1.43974,1.35263,0.34747,0.13209,0.12006,0.09535,1.08316,3.43714,1.18571,0.000105035,0.000105035,0.000105035
35,363.63,1.24156,1.38714,1.31949,0.28571,0.12073,0.10356,0.08444,1.11671,3.60806,1.19423,0.00010349,0.00010349,0.00010349
36,373.901,1.30832,1.43832,1.36373,0.24243,0.09448,0.08879,0.07492,1.06345,3.53664,1.19704,0.000101946,0.000101946,0.000101946
37,384.143,1.25505,1.34271,1.33061,0.25364,0.12889,0.10335,0.08685,1.06051,3.54893,1.20134,0.000100402,0.000100402,0.000100402
38,394.413,1.27743,1.36659,1.33945,0.29183,0.10745,0.10692,0.08091,1.09688,3.5391,1.23551,9.88572e-05,9.88572e-05,9.88572e-05
39,404.693,1.22891,1.2887,1.31217,0.30069,0.11998,0.09553,0.07579,1.08743,3.60162,1.20835,9.73128e-05,9.73128e-05,9.73128e-05
40,414.957,1.21181,1.28243,1.31994,0.20779,0.14228,0.09928,0.07889,1.07923,3.54095,1.19281,9.57684e-05,9.57684e-05,9.57684e-05
41,425.22,1.21203,1.26563,1.31104,0.16074,0.11175,0.08404,0.06757,1.07149,3.6024,1.1984,9.4224e-05,9.4224e-05,9.4224e-05
42,435.476,1.2012,1.2566,1.31175,0.19193,0.11706,0.09558,0.07829,1.09678,3.57274,1.21533,9.26796e-05,9.26796e-05,9.26796e-05
43,445.73,1.22114,1.25733,1.31108,0.29023,0.10661,0.1026,0.08192,1.06771,3.4735,1.19372,9.11352e-05,9.11352e-05,9.11352e-05
44,455.984,1.20847,1.23428,1.31063,0.1983,0.14824,0.1132,0.08505,1.09144,3.38456,1.21074,8.95908e-05,8.95908e-05,8.95908e-05
45,466.24,1.19162,1.20175,1.30376,0.3073,0.1035,0.09864,0.07749,1.09272,3.54845,1.20819,8.80464e-05,8.80464e-05,8.80464e-05
46,476.496,1.18556,1.18984,1.30871,0.31741,0.10501,0.08423,0.06678,1.07184,3.79661,1.19436,8.6502e-05,8.6502e-05,8.6502e-05
47,486.745,1.17288,1.16628,1.29187,0.26711,0.11136,0.09657,0.07627,1.07465,3.72212,1.2099,8.49576e-05,8.49576e-05,8.49576e-05
48,497.049,1.16746,1.1354,1.26796,0.22568,0.11084,0.0971,0.078,1.08894,3.69562,1.22,8.34132e-05,8.34132e-05,8.34132e-05
49,507.281,1.13901,1.1114,1.25944,0.3666,0.11899,0.11266,0.08962,1.05014,3.63472,1.19551,8.18688e-05,8.18688e-05,8.18688e-05
50,517.544,1.15113,1.11689,1.27396,0.33888,0.093,0.09228,0.07305,1.05574,3.80334,1.21591,8.03244e-05,8.03244e-05,8.03244e-05
51,527.774,1.14986,1.11447,1.27754,0.15905,0.14882,0.09944,0.0794,1.04232,3.58545,1.20439,7.878e-05,7.878e-05,7.878e-05
52,538.006,1.11347,1.08774,1.25505,0.22494,0.1199,0.1069,0.08756,1.09924,3.60172,1.23448,7.72356e-05,7.72356e-05,7.72356e-05
53,548.228,1.11701,1.0544,1.23728,0.20704,0.14939,0.11284,0.09175,1.04635,3.68246,1.19937,7.56912e-05,7.56912e-05,7.56912e-05
54,558.498,1.12226,1.06178,1.24234,0.31555,0.10626,0.11287,0.09153,1.04842,3.66782,1.21285,7.41468e-05,7.41468e-05,7.41468e-05
55,568.763,1.13167,1.06348,1.25422,0.26053,0.10546,0.10226,0.08374,1.07692,3.78846,1.22373,7.26024e-05,7.26024e-05,7.26024e-05
56,578.988,1.07158,0.99567,1.21417,0.23506,0.12426,0.09807,0.08024,1.06453,3.82315,1.19336,7.1058e-05,7.1058e-05,7.1058e-05
57,589.227,1.07526,0.99029,1.21053,0.22743,0.12013,0.10457,0.08491,1.06128,3.70648,1.21138,6.95136e-05,6.95136e-05,6.95136e-05
58,599.505,1.08941,0.99632,1.21782,0.22976,0.10729,0.10429,0.08491,1.0875,3.69939,1.23051,6.79692e-05,6.79692e-05,6.79692e-05
59,609.719,1.03414,0.95928,1.19593,0.19296,0.12539,0.10332,0.08649,1.11891,3.83551,1.2325,6.64248e-05,6.64248e-05,6.64248e-05
60,619.944,1.045,0.96572,1.1993,0.30401,0.10089,0.09461,0.08009,1.09289,3.82329,1.2177,6.48804e-05,6.48804e-05,6.48804e-05
61,630.188,1.03906,0.94576,1.20249,0.13129,0.1178,0.10213,0.08514,1.04811,3.80284,1.20007,6.3336e-05,6.3336e-05,6.3336e-05
62,640.426,1.05208,0.94973,1.19845,0.14991,0.12342,0.10948,0.09211,1.07443,3.77474,1.2188,6.17916e-05,6.17916e-05,6.17916e-05
63,650.643,1.04817,0.93242,1.19783,0.19113,0.12016,0.09753,0.08113,1.06421,3.75453,1.23002,6.02472e-05,6.02472e-05,6.02472e-05
64,660.877,1.01089,0.89528,1.1623,0.20567,0.11505,0.08874,0.07372,1.07131,3.83398,1.20975,5.87028e-05,5.87028e-05,5.87028e-05
65,671.107,1.02064,0.90634,1.16644,0.15489,0.12026,0.08432,0.06916,1.08868,3.91499,1.23419,5.71584e-05,5.71584e-05,5.71584e-05
66,681.357,1.01168,0.90934,1.17779,0.20007,0.11773,0.10339,0.08423,1.06724,3.63913,1.26041,5.5614e-05,5.5614e-05,5.5614e-05
67,691.585,0.99124,0.89023,1.17295,0.18694,0.13545,0.10327,0.08514,1.07266,3.76803,1.23201,5.40696e-05,5.40696e-05,5.40696e-05
68,701.844,0.97735,0.85034,1.15154,0.21976,0.10954,0.09689,0.07848,1.05649,3.87122,1.23136,5.25252e-05,5.25252e-05,5.25252e-05
69,712.097,0.96781,0.85821,1.15435,0.22776,0.10036,0.09446,0.07721,1.07686,3.87434,1.26162,5.09808e-05,5.09808e-05,5.09808e-05
70,722.307,0.96781,0.85232,1.14813,0.21833,0.1149,0.09585,0.07677,1.09944,3.89317,1.28002,4.94364e-05,4.94364e-05,4.94364e-05
71,732.511,0.97955,0.85592,1.15551,0.27437,0.11487,0.09945,0.08032,1.08031,3.99236,1.23988,4.7892e-05,4.7892e-05,4.7892e-05
72,742.736,0.96927,0.83907,1.14395,0.27017,0.10532,0.08816,0.06998,1.08979,4.00889,1.26457,4.63476e-05,4.63476e-05,4.63476e-05
73,752.945,0.98055,0.85126,1.16163,0.19595,0.12629,0.0958,0.07778,1.07481,3.93604,1.23678,4.48032e-05,4.48032e-05,4.48032e-05
74,763.15,0.96298,0.834,1.13806,0.29473,0.11044,0.09356,0.07535,1.06818,3.90004,1.23084,4.32588e-05,4.32588e-05,4.32588e-05
75,773.373,0.94311,0.82396,1.14357,0.33696,0.11074,0.10282,0.08475,1.07894,3.92747,1.23191,4.17144e-05,4.17144e-05,4.17144e-05
76,783.647,0.95544,0.82487,1.14361,0.23321,0.11864,0.10491,0.08659,1.09182,3.83223,1.25719,4.017e-05,4.017e-05,4.017e-05
77,793.882,0.95642,0.82982,1.14747,0.21865,0.11389,0.10765,0.08733,1.0919,3.88897,1.2535,3.86256e-05,3.86256e-05,3.86256e-05
78,804.075,0.96136,0.83053,1.14914,0.22527,0.11511,0.10566,0.08515,1.0895,3.87573,1.25117,3.70812e-05,3.70812e-05,3.70812e-05
79,814.316,0.92453,0.78001,1.11625,0.26259,0.11983,0.10643,0.08465,1.09819,3.96128,1.24416,3.55368e-05,3.55368e-05,3.55368e-05
80,824.564,0.93371,0.79443,1.12592,0.30439,0.10899,0.11365,0.09155,1.09165,3.91962,1.25577,3.39924e-05,3.39924e-05,3.39924e-05
81,834.803,0.92606,0.79611,1.13119,0.17757,0.11373,0.09797,0.07957,1.08552,3.92127,1.25149,3.2448e-05,3.2448e-05,3.2448e-05
82,845.072,0.91562,0.78304,1.12587,0.15993,0.12165,0.10144,0.08281,1.08429,3.98577,1.24819,3.09036e-05,3.09036e-05,3.09036e-05
83,855.296,0.91714,0.77401,1.11275,0.23638,0.12573,0.10505,0.08615,1.09358,3.9416,1.24519,2.93592e-05,2.93592e-05,2.93592e-05
84,865.525,0.91752,0.77971,1.11822,0.1949,0.10698,0.10794,0.087,1.08439,3.95829,1.23822,2.78148e-05,2.78148e-05,2.78148e-05
85,875.751,0.891,0.74207,1.08996,0.22493,0.11951,0.10139,0.08216,1.07653,3.98983,1.23769,2.62704e-05,2.62704e-05,2.62704e-05
86,886.004,0.92218,0.77695,1.12682,0.23191,0.12159,0.10866,0.08797,1.10112,3.96932,1.25825,2.4726e-05,2.4726e-05,2.4726e-05
87,896.225,0.8959,0.75122,1.10325,0.28582,0.10645,0.11006,0.089,1.07794,3.95555,1.23906,2.31816e-05,2.31816e-05,2.31816e-05
88,906.463,0.8741,0.727,1.07705,0.32511,0.10197,0.11546,0.09392,1.08283,3.9596,1.24705,2.16372e-05,2.16372e-05,2.16372e-05
89,916.698,0.86948,0.72339,1.0934,0.23149,0.1218,0.11453,0.0918,1.08783,3.92044,1.26463,2.00928e-05,2.00928e-05,2.00928e-05
90,926.95,0.88802,0.73801,1.10346,0.25122,0.11192,0.10775,0.08647,1.07496,3.97036,1.25032,1.85484e-05,1.85484e-05,1.85484e-05
91,940.217,0.88042,0.72658,1.11544,0.20438,0.13839,0.12015,0.0974,1.08631,4.02796,1.27551,1.7004e-05,1.7004e-05,1.7004e-05
92,950.479,0.85772,0.69935,1.11108,0.17089,0.1366,0.10873,0.08807,1.08929,4.03374,1.25358,1.54596e-05,1.54596e-05,1.54596e-05
93,960.724,0.82729,0.66307,1.08581,0.1696,0.13275,0.1135,0.09298,1.07801,3.99261,1.24842,1.39152e-05,1.39152e-05,1.39152e-05
94,970.962,0.82988,0.66628,1.09125,0.15536,0.12779,0.10656,0.08965,1.07044,4.02401,1.22938,1.23708e-05,1.23708e-05,1.23708e-05
95,981.204,0.80266,0.64821,1.07717,0.14968,0.12757,0.10259,0.08624,1.07547,4.04634,1.22794,1.08264e-05,1.08264e-05,1.08264e-05
96,991.423,0.79871,0.64384,1.0747,0.18804,0.11888,0.10109,0.08557,1.07535,4.08364,1.23304,9.282e-06,9.282e-06,9.282e-06
97,1001.64,0.79675,0.63946,1.07117,0.19507,0.11151,0.09826,0.08294,1.07727,4.08123,1.23139,7.7376e-06,7.7376e-06,7.7376e-06
98,1011.84,0.79884,0.63764,1.0714,0.22815,0.10611,0.10102,0.0855,1.07149,4.08924,1.23044,6.1932e-06,6.1932e-06,6.1932e-06
99,1022.02,0.79181,0.64284,1.07787,0.26212,0.10339,0.10302,0.08625,1.06671,4.06937,1.22506,4.6488e-06,4.6488e-06,4.6488e-06
100,1032.2,0.79286,0.6452,1.08552,0.24209,0.10387,0.10488,0.08652,1.06843,4.07668,1.22536,3.1044e-06,3.1044e-06,3.1044e-06
